tecnica_norm,n_fichas,n_mujeres,n_hombres,edad_prom,estados,ceremonia_principal,n_ceremonia_principal,ceremonias_resumen,prenda_principal,n_prenda_principal,prendas_resumen,n_aprendio_madre,n_aprendio_abuela,n_aprendio_tia,n_aprendio_hermana,n_aprendio_cunada,n_aprendio_instructor,n_aprendio_otro,n_aprendio_padre,n_no_ha_ensenado,n_ens_hijas,n_ens_nietos,n_ens_sobrinos,n_ens_pareja,n_ens_estudiantes,n_ens_otra,n_ens_hijos,n_man_mano,n_man_pedal,n_man_telar,n_man_mixta,n_man_otra,n_man_tejido,n_man_telar_pedal,n_tenido_plantas,n_tenido_minerales,n_tenido_animales,n_tenido_otro,Tecnica,count,Materiales_concat_clean,uuid
Swikili,1,1,0,35.0,Puebla,Festividades,1.0,Festividades (1),Camisas,1.0,Camisas (1); Servilletas (1); Tapun (huipil) (1),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Swikili,1.0,"hilos de algodon, tela de telar. manta. cuadrille, popelina aguja, hilo",929bca14-5322-5fa7-87a3-21a1ffa86548
Tafetán,4,2,2,34.5,"Guanajuato, Morelos, Veracruz De Ignacio De La Llave",Boda,1.0,"Boda (1); Bodas (1); En Sacramento religioso comunión, y confirmación. (1); Festivales (1); Fiestas patronales (1); Sacramentos religiosos como primera comunión y confirmaciónes (1)",Bufandas,2.0,Bufandas (2); Carteras (2); Chincuete (2); Gabanes (2); Morrales (2); Rebozos (2); Ruanas (2); Camino de mesa (1); Cobijas (1); Cotorinas (1); Ilpikatl (1); Ilpikatl (faja) (1); Jorongos (1); Keshkemit (1); Quechquemetl (mañanitas) (1); Quexquemitl (1); Servilletas (1); Tapetes (1),2,3,1,0,0,0,0,0,0,1,2,1,0,1,2,0,1,0,4,0,0,1,1,2,3,2,0,Tafetán,4.0,"tintes naturale, en lana de borrego, hilo de lana, sal, agua, fuego, recipiente, palo de madera, tintes o planta, ácido, estambre, algodón",59137ff2-0aad-5fe0-8221-8b8fb2a3c73b
Talakaxtokgo da makan,2,0,2,58.0,Veracruz De Ignacio De La Llave,Boda,1.0,Boda (1); Bodas (1); Ceremonia corona de espinas (1); Ceremonia religiosa (1); Festividad religiosa (1),Batas,2.0,Batas (2); Blusas (2); Vestidos (2); Camisas (1); Pañuelos (1); Traje regional (1),2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,1,0,0,0,Talakaxtokgo da makan,2.0,"hilo de algodón, manta cruda, manta blanca, rayón, lino, hilo de algodón mercerizado de colore, telas popelina",844541e5-3b40-50f1-a517-f7742ef831fc
Tejido cerrado,1,1,0,,Puebla,Boda,1.0,Boda (1),Cotón,1.0,Cotón (1); Faja (xochipayo) (1); Huipiles amtiguo (1); Mamal en tono natural (1); Pajtel (1),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Tejido cerrado,1.0,algodón,28fb95b8-cd40-52d9-bfc8-cd652d9b1653
Tejido con hoja de pino,1,1,0,37.0,Chihuahua,Fiesta lavar nixtamal,1.0,Fiesta lavar nixtamal (1),Canastas,1.0,Canastas (1),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tejido con hoja de pino,1.0,,a6c235c0-3ada-5dc3-9eb7-a805fb843dcd
Telar colonial,1,0,1,39.0,Tlaxcala,Baile del Xochipitzahual,1.0,Baile del Xochipitzahual (1),Blusa de rebozo,1.0,Blusa de rebozo (1); Corbatas de rebozo (1); Gabanes (1); Rebozo (1); Rebozo de capa (1); Rebozo estilo saltillo (1); Tapetes (1); Zaquitos de rebozo (1),1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Telar colonial,1.0,lana y algodón técnica de tejido plano en telar de madera,f81b1552-c00d-5bcb-9db8-16c659a76761
Tejido de fibra natural,3,2,1,60.6666666666667,"Hidalgo, Michoacán De Ocampo, Veracruz De Ignacio De La Llave",Bodas,1.0,"Bodas (1); Danzas (ixtle) (1); Eventos (1); Eventos como ceremonias, danzas (ixtle) va bots (1); Sombrero (1); Tapetes (1)",Bolsas,2.0,"Bolsas (2); Accesorios (aretes, collares) (1); Blusas (1); Carteras (1); Cinturones (1); Escobetillas (1); Manteles (1); Manualidades (1); Monederos (1); Pintura, la mora, el palo azul, el palo volador, el moguite (1); Portavasos (1); Sombreros (1); Tapetes (1); Tejido de telar de cintura (1); Teñido del materia la natural (1); Tortilleros (1); estropajos para baños (1)",1,2,2,0,1,0,0,0,0,2,2,1,2,2,3,1,1,1,1,1,0,2,0,2,2,1,0,Tejido de fibra natural,3.0,"fibra de maguey, telar de cintura, gancho y aguja, palma, maquina",bdb71771-155d-5e1f-a8f1-1f03cef9b850
Tejido de gancho,1,1,0,46.0,Oaxaca,Actividades religiosas,1.0,Actividades religiosas (1); Bodas (1); Guelaguetza (1),Blusón,1.0,Blusón (1); Camisa de la mujer zaachileña (1); Camisas para caballero (1); Vestidos (1),0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tejido de gancho,1.0,gancho de aluminio con hilo fino de algodón mercerizado,d568b45d-526b-5128-8895-3c313e63cfb9
Tejido de horquilla,1,1,0,48.0,Veracruz De Ignacio De La Llave,Ropa interior del traje jarocho,1.0,Ropa interior del traje jarocho (1); Ropon de bautismo (1),Blusa del traje jarocho,1.0,Blusa del traje jarocho (1); Enaguas (1); Fustán del traje jarocho (1); Guayaberas (1); Mantelería (1); Rebozos (1); Vestidos (1),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Tejido de horquilla,1.0,,501e8ba8-ee4c-58f3-a32d-a919a2fbd84b
Tejido de lana,1,0,1,32.0,Puebla,Concursos,1.0,Concursos (1),Caminos de mesa,1.0,Caminos de mesa (1); Quesquemen (1); Rebozos (1); Ruanas (1); Tomicoton (1),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,Tejido de lana,1.0,lana,bec523ec-1025-5158-bdf6-20d6325b42ce
Tinte natural y tejido,1,0,1,24.0,Veracruz De Ignacio De La Llave,Bautizo,1.0,Bautizo (1); En boda (1); Viajes de visita (1),Billetera,1.0,Billetera (1); Bolsa de mano (1); Carpetas de documentos (1); En el morral (1); Morral con mochila (1),1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,Tinte natural y tejido,1.0,"hilo, aguja, maquina de coser, chatal, tela",9d0f57b0-cdd8-5ea0-85d8-38b89c7b1d1d
Tejido de ojitos,1,1,0,61.0,Veracruz De Ignacio De La Llave,Limpias con huevo,1.0,Limpias con huevo (1); Mayordomia (1); Medicina tradicional (1); Xochitlalli (1),Aretes,1.0,Aretes (1); Calzon de manta (1); Camisa de nana (1); Camisa de tata (1); Falda de nana (1); Mangas de tata (1); Morral (1); Servilletas (1); Tlacoyales (1),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,Tejido de ojitos,1.0,"lana, un poco de hilo",1f681071-1288-5eca-ad77-9be32a7a1d0f
Tejido de patakua,1,1,0,49.0,Michoacán De Ocampo,El Rebozo lo usan las señoritas en la procesión de la fiesta patronal de san Jerónimo en Aranza del 30 de Septiembre,1.0,El Rebozo lo usan las señoritas en la procesión de la fiesta patronal de san Jerónimo en Aranza del 30 de Septiembre (1),Blusa típica,1.0,Blusa típica (1); Huanengo (1); Manteles (1); Rebozos (1); Servilletas (1); Vestido típico (1),1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Tejido de patakua,1.0,"hilo de algodón, lana también usamos con tintes naturales .ya sea lana o hilo de algodón",d655faf5-2e0c-5718-9824-5cc21b7dcae4
Tejido de semilla,1,1,0,65.0,Oaxaca,En Vento importantes o para uno del día,1.0,En Vento importantes o para uno del día (1); En cualquier evento importante (1); Eventos importantes y ferias del municipio (1); Feria de de municipio y eventos importantes (1); Feria del pueblo y eventos importantes (1); Para eventos importantes y elegantes (1); Para eventos importantes y ferias (1); Para una fiesta elegantes (1),Aretes,1.0,Aretes (1); Blusas (1); Bolsas (1); Bufandas (1); Camino de mesas (1); Camisas (1); Carteras (1); Corset (1); Rebozos (1); Vestidos (1),0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,Tejido de semilla,1.0,"hilo, aguja, tela, aro",dda9d40c-db20-56cc-8ef0-9576824c3b45
Tejido en bajo lizo o trapiel,1,0,1,25.0,Tlaxcala,Uso diario,1.0,Uso diario (1),Bolsas,1.0,Bolsas (1); Enredos (1); Gabanes (1); Sarapes (1); Tapetes (1),0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,Tejido en bajo lizo o trapiel,1.0,,02dcbae2-25fe-5f24-8f86-6010b6d1f486
Tejido en bastidor de madera,1,0,1,56.0,Sinaloa,,,,Liensos de tela de manta,1.0,Liensos de tela de manta (1); Morrales de ixtle (1),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Tejido en bastidor de madera,1.0,,dc23ac93-4d08-5c8d-80f8-c9f12b5f6bc7
Tejido en curva y brocado,1,0,1,33.0,Puebla,Bodas,1.0,Bodas (1),Quixquemetl totonaca,1.0,Quixquemetl totonaca (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Tejido en curva y brocado,1.0,lana o algodón,06b892ee-63bf-5053-8ea0-fc0046f335d5
Tejido tradicional,4,3,1,39.25,"Chiapas, Chihuahua, Guerrero, Oaxaca",Artículo de decoración para el hogar,4.0,Artículo de decoración para el hogar (4); Asistir eventos (1); Cuando la persona es anfitriona del evento o fiestas tradicionales del pueblo (1); En ceremonias (1); En fiestas o eventos (1); Fiestas o eventos relevantes (1); Para uso personal (1),Camino de mesa,2.0,"Camino de mesa (2); Cojines (2); Huipiles (2); Blusa bordadas (1); Bolsas (1); Cintas (1); Fundas para almohada (1); Guayaberas (1); Huaraches (1); Huipil o blusa (1); Manteles (1); Rebosos (1); Tapete (1); Un traje, que consta de un huipil y dos lienzos que conforman una falda y que al pie lleva un olan (1); Zapatillas (1)",3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,1,0,0,0,Tejido tradicional,4.0,"hilo de algodón y de lana y sus herramientas como machete etc, hilos de algodón, aguja de gancho",56a60f8c-c9dc-5c78-a4fc-63441c00a219
Telar de cajón,1,0,1,24.0,México,Funeral,1.0,Funeral (1); Misa (1),Rebozo,1.0,Rebozo (1),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Telar de cajón,1.0,algodón,119a2147-e227-5645-a775-69746f252624
