tecnica_norm,n_fichas,n_mujeres,n_hombres,edad_prom,estados,ceremonia_principal,ceremonias_resumen,prenda_principal,prendas_resumen,n_aprendio_madre,n_aprendio_abuela,n_aprendio_tia,n_aprendio_hermana,n_aprendio_cunada,n_aprendio_instructor,n_aprendio_otro,n_aprendio_padre,n_no_ha_ensenado,n_ens_hijas,n_ens_nietos,n_ens_sobrinos,n_ens_pareja,n_ens_estudiantes,n_ens_otra,n_ens_hijos,n_man_mano,n_man_pedal,n_man_telar,n_man_mixta,n_man_otra,n_tenido_plantas,n_tenido_minerales,n_tenido_animales,n_tenido_otro
Trama suplementaria,1,0,1,22,Chiapas,Bodas,Bodas (1); Ceremonias religiosas (1); Feria del pueblo (1),En el pantalón ceremonial,En el pantalón ceremonial (1); En el pañuelo  ceremonial (1); En la camisa ceremonial (1); En los huipiles (1),0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1
Trencilla,3,3,0,56,"Baja California, México",Bautizos,Bautizos (1); Bodas (1); En 15 años (1); En bodas (1); En eventos políticos (1); Eventos casuales (1); Eventos de gala (1); Fiesta XV años (1); Graduaciones (1); Mayordomía (1); Navideños (1); Para regalos (1),Abrigos,Abrigos (1); Caminos de mesa (1); Caminos para mesa (1); Camisas (1); Capas (1); Chal (1); Chalecos (1); Chamarras (1); Cogines (1); Colchas etc. (1); En Mrrales (1); En bisutería (1); En caminos de mesa (1); En chalecos (1); En cuadros de colección (1); En la enagua que Esparte de nuestro atuendo (1); En rebozos (1); En servilletas que se utilizan en las festividades patronales (1); Gabanes (1); Gabán (1); Morrales (1); Qesqemels (1); Rebosos (1); Ropa de vestir (1); Sábanas (1); Tela de lana natural blanca (1),2,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,1,1,0,3,0,0,0
Trencilla mazahua,1,1,0,45,México,Bodas,Bodas (1); Ceremonias culturales (1); Danzas tradicionales (1); Escolares (1); Eventos sociales (1),Abrigos,Abrigos (1); Caminos de mesa (1); Caperucitas (1); Chalecos (1); Colchas (1); Cortinas (1); Gabanes (1); Morrales (1); Quetzquemetl (1); Rebosos (1),1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Trenza alzadas,2,2,0,66,Veracruz De Ignacio De La Llave,El día 12 de diciembre. Y el día de San Jorge el 9 de marzo,El día 12 de diciembre. Y el día de San Jorge el 9 de marzo (1),Batas,Batas (1); Blusas (1); Camisas (1); huipiles (1),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
Trenzado,3,2,1,44,"Chiapas, Michoacán De Ocampo, Puebla",Danzas,Danzas (1); Escuelas (1); Fiestas (1); Fiestas tradicionales (1); Mayordomias (1); Primeras comuniones (1); Uso personal (1); Vestidos (1),Blusas,"Blusas (1); Caminos de mesa (1); Chalecos (1); Chales, (1); Esta técnica se puede implementar en prendas como vestidos para modelar (1); Huipiles (1); La técnica se puede utilizar para crear distintas formas (1); La técnica se utiliza para crear una gran variedad de estrellas utilizando el abecedario y números para crear estrellas (1); Morrales (1); Rebosos (1); Tejidos de fibras de forma decorativa (1); Tomicotones (1); Vestidos (1)",2,0,1,0,0,0,0,1,0,2,0,0,0,1,1,1,2,0,1,0,0,2,1,2,1
Tääsuun ekëëp,1,0,1,35,Oaxaca,Bautizos,Bautizos (1); Cambio de autoridades (1); Fiestas (1),Blusas,Blusas (1); Camisas (1); Vestidos (1),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0
Técnica macizo,1,1,0,42,Yucatán,Fiestas tradicionales,Fiestas tradicionales (1),El los pañales para los bautizos,El los pañales para los bautizos (1); En bandas para la embajadora de las fiestas tradicionales (1); En la ropa del patrono del pueblo (1); En los pañales que se usan para envolver los huesos de los difuntos (1); En pañuelos que usan los mestizos (1); Estandartes (1); Hipil de diario (1); Terno prenda de 3 pzas que se usan en las fiestas tradicionales (1),1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Urdido,3,3,0,35,Yucatán,Bautizo,Bautizo (3); Bodas (2); Cumpleaños (2); Adornos para hoteles (1); Hotel (1); Primera comunión (1); Restaurante (1),Atrapasueños,"Atrapasueños (1); Banquillo con respaldo y sin respaldo con hamaca (1); Banquillo de madera con hamaca (1); Cobijas (1); Collares de hamaca (1); Collares en hamaca (1); Columpio (1); Columpio en hamaca (1); Doñas para el pelo (1); Hamaca (1); Hamacas con tejidos (1); Hamacas de brazos normales y en hamacas con brazos tipo Reb (1); Hamacas del brazos normales y tipo red (1); Hamaquitas para mascotas, (1); Manteles (1); Polceras (1); Pulceras (1); Silla mesedoras con hamaca (1); Silla mesedoras de hamaca (1); Sogas de hamaca (1); Tapete (1)",3,1,0,1,0,0,0,0,0,3,0,2,3,2,1,0,3,0,0,0,0,2,1,0,0
Xaam nïxuy,1,1,0,33,Oaxaca,Cambio de autoridades comunitarias a inicios de año.,"Cambio de autoridades comunitarias a inicios de año. (1); Fiestas patronales mayo, agosto y diciembre. (1); Traje con blusa y enagua para bodas (1)",Libretas,Libretas (2); Aretes (1); Balerinas (1); Blusas (1); Bolsas (1); Camisas (1); Monederos (1); Vestidos (1),1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Xmanikté,4,3,1,39,Yucatán,Bautizo,Bautizo (1); Eventos especiales (1); Hetzmek (1); Vaquería del pueblo (1),Blusas,Blusas (2); Bestidos (1); Blusa (1); Camisas (1); Guayaberas (1); Hipiles (1); Manteles (1); Serbilletas (1); Servilletas (1); Solapa (1); Vestidos (1),0,2,0,0,0,2,0,0,1,2,0,0,0,0,1,0,4,0,0,0,0,1,1,0,0
Zarga,1,1,0,38,Puebla,Bautizo como regalo para el ahijado,Bautizo como regalo para el ahijado (1),En gaban,En gaban (1); Rebozo (1),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Zigzag,1,1,0,32,Chiapas,Blusa de difuntas,Blusa de difuntas (1); Huipil ceremonial (1),En huipiles de lana para ceremonias,En huipiles de lana para ceremonias (1); En los bordado en cuellos de las blusas de mujeres fallecidas (1),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
